player_name,team_abbr,position,position_family,overall,trait_grade,trait_delta_vs_madden,performance_grade,performance_weight,macabets_rating,final_delta_vs_madden,rating_source
Creed Humphrey,KC,C,OL,95.0,94.49,-0.5100000000000051,,0.0,94.49,-0.5100000000000051,Madden 27 baseline
Tristan Wirfs,TB,LT,OL,95.0,94.51,-0.4899999999999949,,0.0,94.51,-0.4899999999999949,Madden 27 baseline
Quenton Nelson,IND,LG,OL,94.0,93.45,-0.5499999999999972,,0.0,93.45,-0.5499999999999972,Madden 27 baseline
Laremy Tunsil,WAS,LT,OL,94.0,92.84,-1.1599999999999966,,0.0,92.84,-1.1599999999999966,Madden 27 baseline
Chris Lindstrom,ATL,RG,OL,93.0,92.07,-0.9300000000000068,,0.0,92.07,-0.9300000000000068,Madden 27 baseline
Andrew Thomas,NYG,LT,OL,93.0,92.29,-0.7099999999999937,,0.0,92.29,-0.7099999999999937,Madden 27 baseline
Rashawn Slater,LAC,LT,OL,92.0,91.24,-0.7600000000000051,,0.0,91.24,-0.7600000000000051,Madden 27 baseline
Trey Smith,KC,RG,OL,91.0,90.19,-0.8100000000000023,,0.0,90.19,-0.8100000000000023,Madden 27 baseline
Kolton Miller,LV,LT,OL,91.0,90.35,-0.6500000000000057,,0.0,90.35,-0.6500000000000057,Madden 27 baseline
Jordan Mailata,PHI,LT,OL,91.0,91.08,0.0799999999999983,,0.0,91.08,0.0799999999999983,Madden 27 baseline
Kevin Dotson,LA,RG,OL,90.0,89.28,-0.7199999999999989,,0.0,89.28,-0.7199999999999989,Madden 27 baseline
Aaron Brewer,MIA,C,OL,90.0,89.71,-0.29000000000000625,,0.0,89.71,-0.29000000000000625,Madden 27 baseline
Christian Darrisaw,MIN,LT,OL,90.0,89.91,-0.09000000000000341,,0.0,89.91,-0.09000000000000341,Madden 27 baseline
Jake Matthews,ATL,LT,OL,89.0,88.26,-0.7399999999999949,,0.0,88.26,-0.7399999999999949,Madden 27 baseline
Tyler Smith,DAL,LG,OL,89.0,88.69,-0.3100000000000023,,0.0,88.69,-0.3100000000000023,Madden 27 baseline
Dion Dawkins,BUF,LT,OL,88.0,88.16,0.1599999999999966,,0.0,88.16,0.1599999999999966,Madden 27 baseline
Tyler Linderbaum,LV,C,OL,88.0,87.68,-0.3199999999999932,,0.0,87.68,-0.3199999999999932,Madden 27 baseline
Darnell Wright,CHI,RT,OL,87.0,87.37,0.37000000000000455,,0.0,87.37,0.37000000000000455,Madden 27 baseline
Zach Tom,GB,RT,OL,87.0,87.05,0.04999999999999716,,0.0,87.05,0.04999999999999716,Madden 27 baseline
Brian O'Neill,MIN,RT,OL,87.0,87.41,0.4099999999999966,,0.0,87.41,0.4099999999999966,Madden 27 baseline
Erik McCoy,NO,C,OL,87.0,87.42,0.4200000000000017,,0.0,87.42,0.4200000000000017,Madden 27 baseline
Sam Cosmi,WAS,RG,OL,87.0,86.68,-0.3199999999999932,,0.0,86.68,-0.3199999999999932,Madden 27 baseline
Paris Johnson Jr,ARI,LT,OL,86.0,86.11,0.10999999999999943,,0.0,86.11,0.10999999999999943,Madden 27 baseline
Ronnie Stanley,BAL,LT,OL,86.0,86.74,0.7399999999999949,,0.0,86.74,0.7399999999999949,Madden 27 baseline
Bernhard Raimann,IND,LT,OL,86.0,86.48,0.480000000000004,,0.0,86.48,0.480000000000004,Madden 27 baseline
Tanor Bortolini,IND,C,OL,86.0,85.83,-0.1700000000000017,,0.0,85.83,-0.1700000000000017,Madden 27 baseline
Mike Onwenu,NE,RG,OL,86.0,86.33,0.3299999999999983,,0.0,86.33,0.3299999999999983,Madden 27 baseline
Spencer Brown,BUF,RT,OL,85.0,84.91,-0.09000000000000341,,0.0,84.91,-0.09000000000000341,Madden 27 baseline
Damien Lewis,CAR,LG,OL,85.0,85.56,0.5600000000000023,,0.0,85.56,0.5600000000000023,Madden 27 baseline
Alaric Jackson,LA,LT,OL,85.0,85.77,0.769999999999996,,0.0,85.77,0.769999999999996,Madden 27 baseline
Joe Alt,LAC,RT,OL,85.0,85.58,0.5799999999999983,,0.0,85.58,0.5799999999999983,Madden 27 baseline
Landon Dickerson,PHI,LG,OL,85.0,84.81,-0.18999999999999773,,0.0,84.81,-0.18999999999999773,Madden 27 baseline
Zach Frazier,PIT,C,OL,85.0,85.76,0.7600000000000051,,0.0,85.76,0.7600000000000051,Madden 27 baseline
Taylor Moton,CAR,RT,OL,84.0,85.0,1.0,,0.0,85.0,1.0,Madden 27 baseline
Elgton Jenkins,CLE,C,OL,84.0,83.83,-0.1700000000000017,,0.0,83.83,-0.1700000000000017,Madden 27 baseline
Luke Goedeke,TB,RT,OL,84.0,84.84,0.8400000000000034,,0.0,84.84,0.8400000000000034,Madden 27 baseline
Peter Skoronski,TEN,LG,OL,84.0,84.62,0.6200000000000045,,0.0,84.62,0.6200000000000045,Madden 27 baseline
Hjalte Froholdt,ARI,C,OL,83.0,83.67,0.6700000000000017,,0.0,83.67,0.6700000000000017,Madden 27 baseline
Alijah Vera-Tucker,NE,LG,OL,83.0,83.41,0.4099999999999966,,0.0,83.41,0.4099999999999966,Madden 27 baseline
Armand Membou,NYJ,RT,OL,83.0,83.59,0.5900000000000034,,0.0,83.59,0.5900000000000034,Madden 27 baseline
Abraham Lucas,SEA,RT,OL,83.0,83.69,0.6899999999999977,,0.0,83.69,0.6899999999999977,Madden 27 baseline
Charles Cross,SEA,LT,OL,83.0,83.5,0.5,,0.0,83.5,0.5,Madden 27 baseline
Ryan Neuzil,ATL,C,OL,82.0,82.97,0.9699999999999989,,0.0,82.97,0.9699999999999989,Madden 27 baseline
Tyler Booker,DAL,RG,OL,82.0,82.05,0.04999999999999716,,0.0,82.05,0.04999999999999716,Madden 27 baseline
Mike McGlinchey,DEN,RT,OL,82.0,82.59,0.5900000000000034,,0.0,82.59,0.5900000000000034,Madden 27 baseline
Braden Smith,HOU,RT,OL,82.0,82.87,0.8700000000000045,,0.0,82.87,0.8700000000000045,Madden 27 baseline
Morgan Moses,NE,RT,OL,82.0,82.9,0.9000000000000057,,0.0,82.9,0.9000000000000057,Madden 27 baseline
Dominick Puni,SF,RG,OL,82.0,82.05,0.04999999999999716,,0.0,82.05,0.04999999999999716,Madden 27 baseline
Isaac Seumalo,ARI,LG,OL,81.0,81.55,0.5499999999999972,,0.0,81.55,0.5499999999999972,Madden 27 baseline
Connor McGovern,BUF,C,OL,81.0,81.99,0.9899999999999949,,0.0,81.99,0.9899999999999949,Madden 27 baseline
Robert Hunt,CAR,RG,OL,81.0,81.54,0.5400000000000063,,0.0,81.54,0.5400000000000063,Madden 27 baseline
Josh Simmons,KC,LT,OL,81.0,81.37,0.37000000000000455,,0.0,81.37,0.37000000000000455,Madden 27 baseline
Will Campbell,NE,LT,OL,81.0,81.79,0.7900000000000063,,0.0,81.79,0.7900000000000063,Madden 27 baseline
Colton McKivitz,SF,RT,OL,81.0,82.02,1.019999999999996,,0.0,82.02,1.019999999999996,Madden 27 baseline
John Simpson,BAL,RG,OL,80.0,80.5,0.5,,0.0,80.5,0.5,Madden 27 baseline
Ikem Ekwonu,CAR,LT,OL,80.0,80.58,0.5799999999999983,,0.0,80.58,0.5799999999999983,Madden 27 baseline
Tytus Howard,CLE,RT,OL,80.0,80.47,0.46999999999999886,,0.0,80.47,0.46999999999999886,Madden 27 baseline
Ezra Cleveland,JAX,LG,OL,80.0,80.62,0.6200000000000045,,0.0,80.62,0.6200000000000045,Madden 27 baseline
Tyler Biadasz,LAC,C,OL,80.0,80.84,0.8400000000000034,,0.0,80.84,0.8400000000000034,Madden 27 baseline
Patrick Paul,MIA,LT,OL,80.0,80.79,0.7900000000000063,,0.0,80.79,0.7900000000000063,Madden 27 baseline
Jermaine Eluemunor,NYG,RT,OL,80.0,80.99,0.9899999999999949,,0.0,80.99,0.9899999999999949,Madden 27 baseline
Joe Tippmann,NYJ,RG,OL,80.0,80.43,0.4300000000000068,,0.0,80.43,0.4300000000000068,Madden 27 baseline
Rasheed Walker,CAR,LT,OL,79.0,79.64,0.6400000000000006,,0.0,79.64,0.6400000000000006,Madden 27 baseline
Spencer Fano,CLE,LT,OL,79.0,79.64,0.6400000000000006,,0.0,79.64,0.6400000000000006,Madden 27 baseline
Trent Brown,HOU,LT,OL,79.0,79.81,0.8100000000000023,,0.0,79.81,0.8100000000000023,Madden 27 baseline
Wyatt Teller,HOU,LG,OL,79.0,79.53,0.5300000000000011,,0.0,79.53,0.5300000000000011,Madden 27 baseline
Steve Avila,LA,LG,OL,79.0,79.79,0.7900000000000063,,0.0,79.79,0.7900000000000063,Madden 27 baseline
David Edwards,NO,LG,OL,79.0,80.24,1.2399999999999949,,0.0,80.24,1.2399999999999949,Madden 27 baseline
JC Latham,TEN,RT,OL,79.0,79.67,0.6700000000000017,,0.0,79.67,0.6700000000000017,Madden 27 baseline
Roger Rosengarten,BAL,RT,OL,78.0,79.0,1.0,,0.0,79.0,1.0,Madden 27 baseline
Olaivavega Ioane,BAL,LG,OL,78.0,78.61,0.6099999999999994,,0.0,78.61,0.6099999999999994,Madden 27 baseline
Jonah Jackson,CHI,RG,OL,78.0,79.05,1.0499999999999972,,0.0,79.05,1.0499999999999972,Madden 27 baseline
Zion Johnson,CLE,LG,OL,78.0,78.63,0.6299999999999955,,0.0,78.63,0.6299999999999955,Madden 27 baseline
Luke Wattenberg,DEN,C,OL,78.0,78.74,0.7399999999999949,,0.0,78.74,0.7399999999999949,Madden 27 baseline
Coleman Shelton,LA,C,OL,78.0,78.94,0.9399999999999977,,0.0,78.94,0.9399999999999977,Madden 27 baseline
Jackson Powers-Johnson,LV,RG,OL,78.0,78.51,0.5100000000000051,,0.0,78.51,0.5100000000000051,Madden 27 baseline
Will Fries,MIN,RG,OL,78.0,78.88,0.8799999999999955,,0.0,78.88,0.8799999999999955,Madden 27 baseline
Francis Mauigoa,NYG,RG,OL,78.0,78.89,0.8900000000000006,,0.0,78.89,0.8900000000000006,Madden 27 baseline
Cody Mauch,TB,RG,OL,78.0,78.5,0.5,,0.0,78.5,0.5,Madden 27 baseline
Teven Jenkins,CLE,RG,OL,77.0,77.88,0.8799999999999955,,0.0,77.88,0.8799999999999955,Madden 27 baseline
Ed Ingram,HOU,RG,OL,77.0,77.56,0.5600000000000023,,0.0,77.56,0.5600000000000023,Madden 27 baseline
Walker Little,JAX,LT,OL,77.0,78.16,1.1599999999999966,,0.0,78.16,1.1599999999999966,Madden 27 baseline
Anton Harrison,JAX,RT,OL,77.0,78.13,1.1299999999999955,,0.0,78.13,1.1299999999999955,Madden 27 baseline
Kadyn Proctor,MIA,LG,OL,77.0,77.59,0.5900000000000034,,0.0,77.59,0.5900000000000034,Madden 27 baseline
Kelvin Banks Jr,NO,LT,OL,77.0,78.47,1.4699999999999989,,0.0,78.47,1.4699999999999989,Madden 27 baseline
Taliese Fuaga,NO,RT,OL,77.0,77.34,0.3400000000000034,,0.0,77.34,0.3400000000000034,Madden 27 baseline
Cam Jurgens,PHI,C,OL,77.0,77.78,0.7800000000000011,,0.0,77.78,0.7800000000000011,Madden 27 baseline
Troy Fautanu,PIT,LT,OL,77.0,78.14,1.1400000000000006,,0.0,78.14,1.1400000000000006,Madden 27 baseline
Mason McCormick,PIT,LG,OL,77.0,77.97,0.9699999999999989,,0.0,77.97,0.9699999999999989,Madden 27 baseline
Matthew Bergeron,ATL,LG,OL,76.0,77.11,1.1099999999999994,,0.0,77.11,1.1099999999999994,Madden 27 baseline
Austin Corbett,BUF,LG,OL,76.0,77.24,1.2399999999999949,,0.0,77.24,1.2399999999999949,Madden 27 baseline
Brady Christensen,CAR,LG,OL,76.0,76.89,0.8900000000000006,,0.0,76.89,0.8900000000000006,Madden 27 baseline
Garrett Bradbury,CHI,C,OL,76.0,77.21,1.2099999999999937,,0.0,77.21,1.2099999999999937,Madden 27 baseline
Ted Karras,CIN,C,OL,76.0,77.2,1.2000000000000028,,0.0,77.2,1.2000000000000028,Madden 27 baseline
Amarius Mims,CIN,RT,OL,76.0,76.98,0.980000000000004,,0.0,76.98,0.980000000000004,Madden 27 baseline
Orlando Brown Jr,CIN,LT,OL,76.0,76.97,0.9699999999999989,,0.0,76.97,0.9699999999999989,Madden 27 baseline
Tate Ratledge,DET,RG,OL,76.0,76.89,0.8900000000000006,,0.0,76.89,0.8900000000000006,Madden 27 baseline
Cesar Ruiz,NO,RG,OL,76.0,76.91,0.9099999999999966,,0.0,76.91,0.9099999999999966,Madden 27 baseline
Jake Brendel,SF,C,OL,76.0,77.05,1.0499999999999972,,0.0,77.05,1.0499999999999972,Madden 27 baseline
Graham Barton,TB,C,OL,76.0,76.88,0.8799999999999955,,0.0,76.88,0.8799999999999955,Madden 27 baseline
Chase Bisontis,ARI,RG,OL,75.0,76.03,1.0300000000000011,,0.0,76.03,1.0300000000000011,Madden 27 baseline
Jawaan Taylor,ATL,RT,OL,75.0,75.97,0.9699999999999989,,0.0,75.97,0.9699999999999989,Madden 27 baseline
Lloyd Cushenberry III,BUF,C,OL,75.0,76.42,1.4200000000000017,,0.0,76.42,1.4200000000000017,Madden 27 baseline
O'Cyrus Torrence,BUF,RG,OL,75.0,76.09,1.0900000000000034,,0.0,76.09,1.0900000000000034,Madden 27 baseline
Monroe Freeling,CAR,LT,OL,75.0,76.32,1.3199999999999932,,0.0,76.32,1.3199999999999932,Madden 27 baseline
Cooper Beebe,DAL,C,OL,75.0,76.22,1.2199999999999989,,0.0,76.22,1.2199999999999989,Madden 27 baseline
Terence Steele,DAL,RT,OL,75.0,75.84,0.8400000000000034,,0.0,75.84,0.8400000000000034,Madden 27 baseline
Ben Powers,DEN,LG,OL,75.0,76.43,1.4300000000000068,,0.0,76.43,1.4300000000000068,Madden 27 baseline
Blake Miller,DET,RT,OL,75.0,76.45,1.4500000000000028,,0.0,76.45,1.4500000000000028,Madden 27 baseline
Matt Goncalves,IND,RG,OL,75.0,76.24,1.2399999999999949,,0.0,76.24,1.2399999999999949,Madden 27 baseline
Kingsley Suamataia,KC,LG,OL,75.0,76.01,1.0100000000000051,,0.0,76.01,1.0100000000000051,Madden 27 baseline
Donovan Jackson,MIN,LG,OL,75.0,76.04,1.0400000000000063,,0.0,76.04,1.0400000000000063,Madden 27 baseline
Caleb Lomu,NE,LT,OL,75.0,75.84,0.8400000000000034,,0.0,75.84,0.8400000000000034,Madden 27 baseline
Olu Fashanu,NYJ,LT,OL,75.0,76.41,1.4099999999999966,,0.0,76.41,1.4099999999999966,Madden 27 baseline
Dylan Parham,NYJ,LG,OL,75.0,76.0,1.0,,0.0,76.0,1.0,Madden 27 baseline
Max Iheanachor,PIT,LT,OL,75.0,76.11,1.1099999999999994,,0.0,76.11,1.1099999999999994,Madden 27 baseline
Grey Zabel,SEA,LG,OL,75.0,75.85,0.8499999999999943,,0.0,75.85,0.8499999999999943,Madden 27 baseline
Andrew Wylie,WAS,RG,OL,75.0,75.73,0.730000000000004,,0.0,75.73,0.730000000000004,Madden 27 baseline
Jedrick Wills Jr,CHI,LT,OL,74.0,75.48,1.480000000000004,,0.0,75.48,1.480000000000004,Madden 27 baseline
Dalton Risner,CIN,RG,OL,74.0,75.36,1.3599999999999994,,0.0,75.36,1.3599999999999994,Madden 27 baseline
Cade Mays,DET,C,OL,74.0,75.58,1.5799999999999983,,0.0,75.58,1.5799999999999983,Madden 27 baseline
Keylan Rutledge,HOU,C,OL,74.0,75.49,1.4899999999999949,,0.0,75.49,1.4899999999999949,Madden 27 baseline
Robert Hainsey,JAX,C,OL,74.0,75.57,1.5699999999999932,,0.0,75.57,1.5699999999999932,Madden 27 baseline
Daniel Faalele,JAX,RG,OL,74.0,75.39,1.3900000000000006,,0.0,75.39,1.3900000000000006,Madden 27 baseline
Jake Slaughter,LAC,LG,OL,74.0,75.36,1.3599999999999994,,0.0,75.36,1.3599999999999994,Madden 27 baseline
Austin Jackson,MIA,RT,OL,74.0,75.26,1.2600000000000051,,0.0,75.26,1.2600000000000051,Madden 27 baseline
Jon Runyan,NYG,LG,OL,74.0,75.33,1.3299999999999983,,0.0,75.33,1.3299999999999983,Madden 27 baseline
Tyler Steen,PHI,RG,OL,74.0,75.58,1.5799999999999983,,0.0,75.58,1.5799999999999983,Madden 27 baseline
Ben Bredeson,TB,LG,OL,74.0,75.22,1.2199999999999989,,0.0,75.22,1.2199999999999989,Madden 27 baseline
Chris Paul,WAS,LG,OL,74.0,74.94,0.9399999999999977,,0.0,74.94,0.9399999999999977,Madden 27 baseline
Ozzy Trapilo,CHI,LT,OL,73.0,74.61,1.6099999999999994,,0.0,74.61,1.6099999999999994,Madden 27 baseline
Braxton Jones,CHI,RT,OL,73.0,74.57,1.5699999999999932,,0.0,74.57,1.5699999999999932,Madden 27 baseline
Tyler Guyton,DAL,LT,OL,73.0,74.52,1.519999999999996,,0.0,74.52,1.519999999999996,Madden 27 baseline
Aaron Banks,GB,LG,OL,73.0,74.34,1.3400000000000034,,0.0,74.34,1.3400000000000034,Madden 27 baseline
Evan Brown,HOU,LG,OL,73.0,74.19,1.1899999999999977,,0.0,74.19,1.1899999999999977,Madden 27 baseline
Patrick Mekari,JAX,RG,OL,73.0,74.39,1.3900000000000006,,0.0,74.39,1.3900000000000006,Madden 27 baseline
Emmanuel Pregnon,JAX,LG,OL,73.0,74.32,1.3199999999999932,,0.0,74.32,1.3199999999999932,Madden 27 baseline
Warren McClendon Jr,LA,RT,OL,73.0,74.42,1.4200000000000017,,0.0,74.42,1.4200000000000017,Madden 27 baseline
Trey Zuhn III,LV,LG,OL,73.0,74.1,1.0999999999999943,,0.0,74.1,1.0999999999999943,Madden 27 baseline
John Michael Schmitz Jr,NYG,C,OL,73.0,74.68,1.6800000000000068,,0.0,74.68,1.6800000000000068,Madden 27 baseline
Evan Neal,NYG,RG,OL,73.0,73.21,0.20999999999999375,,0.0,73.21,0.20999999999999375,Madden 27 baseline
Markel Bell,PHI,RT,OL,73.0,74.48,1.480000000000004,,0.0,74.48,1.480000000000004,Madden 27 baseline
Dan Moore,TEN,LT,OL,73.0,74.47,1.4699999999999989,,0.0,74.47,1.4699999999999989,Madden 27 baseline
Matt Pryor,ARI,RG,OL,72.0,73.51,1.5100000000000051,,0.0,73.51,1.5100000000000051,Madden 27 baseline
Layden Robinson,ATL,LG,OL,72.0,72.81,0.8100000000000023,,0.0,72.81,0.8100000000000023,Madden 27 baseline
Ethan Pocic,BAL,C,OL,72.0,73.72,1.7199999999999989,,0.0,73.72,1.7199999999999989,Madden 27 baseline
Logan Jones,CHI,C,OL,72.0,73.77,1.769999999999996,,0.0,73.77,1.769999999999996,Madden 27 baseline
Dylan Fairchild,CIN,LG,OL,72.0,73.22,1.2199999999999989,,0.0,73.22,1.2199999999999989,Madden 27 baseline
Austin Barber,CLE,RT,OL,72.0,73.31,1.3100000000000023,,0.0,73.31,1.3100000000000023,Madden 27 baseline
Christian Mahogany,DET,LG,OL,72.0,73.07,1.0699999999999932,,0.0,73.07,1.0699999999999932,Madden 27 baseline
Ben Bartch,DET,LG,OL,72.0,73.01,1.0100000000000051,,0.0,73.01,1.0100000000000051,Madden 27 baseline
Jordan Morgan,GB,LT,OL,72.0,73.75,1.75,,0.0,73.75,1.75,Madden 27 baseline
Anthony Belton,GB,RG,OL,72.0,73.1,1.0999999999999943,,0.0,73.1,1.0999999999999943,Madden 27 baseline
Febechi Nwaiwu,HOU,RG,OL,72.0,73.33,1.3299999999999983,,0.0,73.33,1.3299999999999983,Madden 27 baseline
Jalen Farmer,IND,RG,OL,72.0,73.22,1.2199999999999989,,0.0,73.22,1.2199999999999989,Madden 27 baseline
Cole Van Lanen,JAX,LT,OL,72.0,73.13,1.1299999999999955,,0.0,73.13,1.1299999999999955,Madden 27 baseline
Cole Strange,LAC,RG,OL,72.0,73.05,1.0499999999999972,,0.0,73.05,1.0499999999999972,Madden 27 baseline
Jordan Meredith,LV,C,OL,72.0,73.73,1.730000000000004,,0.0,73.73,1.730000000000004,Madden 27 baseline
DJ Glaze,LV,RT,OL,72.0,73.35,1.3499999999999943,,0.0,73.35,1.3499999999999943,Madden 27 baseline
Caleb Tiernan,MIN,LT,OL,72.0,73.87,1.8700000000000045,,0.0,73.87,1.8700000000000045,Madden 27 baseline
Dillon Radunz,NO,LG,OL,72.0,73.32,1.3199999999999932,,0.0,73.32,1.3199999999999932,Madden 27 baseline
Lucas Patrick,NYG,LG,OL,72.0,73.32,1.3199999999999932,,0.0,73.32,1.3199999999999932,Madden 27 baseline
Josh Myers,NYJ,C,OL,72.0,73.62,1.6200000000000045,,0.0,73.62,1.6200000000000045,Madden 27 baseline
Gennings Dunker,PIT,LG,OL,72.0,73.49,1.4899999999999949,,0.0,73.49,1.4899999999999949,Madden 27 baseline
Anthony Bradford,SEA,RG,OL,72.0,72.85,0.8499999999999943,,0.0,72.85,0.8499999999999943,Madden 27 baseline
Cordell Volson,TEN,RG,OL,72.0,72.99,0.9899999999999949,,0.0,72.99,0.9899999999999949,Madden 27 baseline
Nick Allegretti,WAS,C,OL,72.0,73.83,1.8299999999999983,,0.0,73.83,1.8299999999999983,Madden 27 baseline
Josh Conerly Jr,WAS,RT,OL,72.0,73.38,1.3799999999999955,,0.0,73.38,1.3799999999999955,Madden 27 baseline
Elijah Wilkinson,ARI,RT,OL,71.0,72.67,1.6700000000000017,,0.0,72.67,1.6700000000000017,Madden 27 baseline
Andrew Vorhees,BAL,LG,OL,71.0,72.43,1.4300000000000068,,0.0,72.43,1.4300000000000068,Madden 27 baseline
Luke Fortner,CAR,C,OL,71.0,72.72,1.7199999999999989,,0.0,72.72,1.7199999999999989,Madden 27 baseline
Broderick Jones,DAL,LT,OL,71.0,72.33,1.3299999999999983,,0.0,72.33,1.3299999999999983,Madden 27 baseline
Kage Casey,DEN,LG,OL,71.0,72.54,1.5400000000000063,,0.0,72.54,1.5400000000000063,Madden 27 baseline
Jake Andrews,HOU,C,OL,71.0,72.77,1.769999999999996,,0.0,72.77,1.769999999999996,Madden 27 baseline
Aireontae Ersery,HOU,LT,OL,71.0,72.48,1.480000000000004,,0.0,72.48,1.480000000000004,Madden 27 baseline
Wyatt Milum,JAX,RG,OL,71.0,72.36,1.3599999999999994,,0.0,72.36,1.3599999999999994,Madden 27 baseline
Jaylon Moore,KC,RT,OL,71.0,72.86,1.8599999999999994,,0.0,72.86,1.8599999999999994,Madden 27 baseline
Keagen Trost,LA,RT,OL,71.0,72.87,1.8700000000000045,,0.0,72.87,1.8700000000000045,Madden 27 baseline
Beaux Limmer,LA,LG,OL,71.0,72.25,1.25,,0.0,72.25,1.25,Madden 27 baseline
Trevor Penning,LAC,LG,OL,71.0,71.23,0.23000000000000398,,0.0,71.23,0.23000000000000398,Madden 27 baseline
Blake Brandel,MIN,C,OL,71.0,72.79,1.7900000000000063,,0.0,72.79,1.7900000000000063,Madden 27 baseline
Jeremiah Wright,NO,RG,OL,71.0,72.38,1.3799999999999955,,0.0,72.38,1.3799999999999955,Madden 27 baseline
Josh Jones,SEA,LT,OL,71.0,72.96,1.9599999999999937,,0.0,72.96,1.9599999999999937,Madden 27 baseline
Christian Haynes,SEA,LG,OL,71.0,72.14,1.1400000000000006,,0.0,72.14,1.1400000000000006,Madden 27 baseline
Isaiah Adams,ARI,RG,OL,70.0,71.67,1.6700000000000017,,0.0,71.67,1.6700000000000017,Madden 27 baseline
Emery Jones Jr,BAL,RT,OL,70.0,71.48,1.480000000000004,,0.0,71.48,1.480000000000004,Madden 27 baseline
Zak Zinter,CLE,LG,OL,70.0,71.36,1.3599999999999994,,0.0,71.36,1.3599999999999994,Madden 27 baseline
Alex Palczewski,DEN,RG,OL,70.0,71.55,1.5499999999999972,,0.0,71.55,1.5499999999999972,Madden 27 baseline
Larry Borom,DET,RT,OL,70.0,71.83,1.8299999999999983,,0.0,71.83,1.8299999999999983,Madden 27 baseline
Sean Rhyan,GB,C,OL,70.0,71.65,1.6500000000000057,,0.0,71.65,1.6500000000000057,Madden 27 baseline
Jarrett Patterson,HOU,RG,OL,70.0,71.67,1.6700000000000017,,0.0,71.67,1.6700000000000017,Madden 27 baseline
Blake Fisher,HOU,LT,OL,70.0,71.27,1.269999999999996,,0.0,71.27,1.269999999999996,Madden 27 baseline
Travis Burke,LAC,RT,OL,70.0,71.82,1.8199999999999932,,0.0,71.82,1.8199999999999932,Madden 27 baseline
Charles Grant,LV,LT,OL,70.0,71.42,1.4200000000000017,,0.0,71.42,1.4200000000000017,Madden 27 baseline
Caleb Rogers,LV,RG,OL,70.0,71.3,1.2999999999999972,,0.0,71.3,1.2999999999999972,Madden 27 baseline
Jared Wilson,NE,C,OL,70.0,71.7,1.7000000000000028,,0.0,71.7,1.7000000000000028,Madden 27 baseline
Beau Stephens,SEA,RG,OL,70.0,71.7,1.7000000000000028,,0.0,71.7,1.7000000000000028,Madden 27 baseline
Robert Jones,SF,RG,OL,70.0,71.48,1.480000000000004,,0.0,71.48,1.480000000000004,Madden 27 baseline
Dan Feeney,TB,RG,OL,70.0,70.82,0.8199999999999932,,0.0,70.82,0.8199999999999932,Madden 27 baseline
Fernando Carmona,TEN,LG,OL,70.0,71.3,1.2999999999999972,,0.0,71.3,1.2999999999999972,Madden 27 baseline
Brandon Coleman,WAS,LT,OL,70.0,71.59,1.5900000000000034,,0.0,71.59,1.5900000000000034,Madden 27 baseline
Wanya Morris,ATL,LT,OL,69.0,70.76,1.7600000000000051,,0.0,70.76,1.7600000000000051,Madden 27 baseline
Jude Bowry,BUF,LT,OL,69.0,70.62,1.6200000000000045,,0.0,70.62,1.6200000000000045,Madden 27 baseline
Connor Lew,CIN,C,OL,69.0,70.95,1.9500000000000028,,0.0,70.95,1.9500000000000028,Madden 27 baseline
Tyre Phillips,CLE,RT,OL,69.0,70.67,1.6700000000000017,,0.0,70.67,1.6700000000000017,Madden 27 baseline
Kendrick Green,CLE,LG,OL,69.0,70.1,1.0999999999999943,,0.0,70.1,1.0999999999999943,Madden 27 baseline
T.J. Bass,DAL,RG,OL,69.0,70.45,1.4500000000000028,,0.0,70.45,1.4500000000000028,Madden 27 baseline
Juice Scruggs,DET,C,OL,69.0,70.97,1.9699999999999989,,0.0,70.97,1.9699999999999989,Madden 27 baseline
Miles Frazier,DET,RG,OL,69.0,70.24,1.2399999999999949,,0.0,70.24,1.2399999999999949,Madden 27 baseline
Jager Burton,GB,RG,OL,69.0,70.78,1.7800000000000011,,0.0,70.78,1.7800000000000011,Madden 27 baseline
Trey Pipkins III,LAC,LT,OL,69.0,70.84,1.8400000000000034,,0.0,70.84,1.8400000000000034,Madden 27 baseline
Spencer Burford,LV,LG,OL,69.0,70.29,1.2900000000000063,,0.0,70.29,1.2900000000000063,Madden 27 baseline
Jamaree Salyer,MIA,LT,OL,69.0,70.78,1.7800000000000011,,0.0,70.78,1.7800000000000011,Madden 27 baseline
Caedan Wallace,MIA,RG,OL,69.0,70.6,1.5999999999999943,,0.0,70.6,1.5999999999999943,Madden 27 baseline
Aaron Stinnie,NYG,LG,OL,69.0,71.0,2.0,,0.0,71.0,2.0,Madden 27 baseline
Michael Jordan,PHI,LG,OL,69.0,70.81,1.8100000000000023,,0.0,70.81,1.8100000000000023,Madden 27 baseline
Brock Hoffman,PIT,RG,OL,69.0,70.75,1.75,,0.0,70.75,1.75,Madden 27 baseline
Jalen Sundell,SEA,C,OL,69.0,70.83,1.8299999999999983,,0.0,70.83,1.8299999999999983,Madden 27 baseline
Billy Schrauth,TB,LG,OL,69.0,70.6,1.5999999999999943,,0.0,70.6,1.5999999999999943,Madden 27 baseline
Jon Gaines II,ARI,LG,OL,68.0,69.24,1.2399999999999949,,0.0,69.24,1.2399999999999949,Madden 27 baseline
Sam Hecht,CAR,C,OL,68.0,70.24,2.239999999999995,,0.0,70.24,2.239999999999995,Madden 27 baseline
