player_name,team,position,overall,speed,strength,agility,change_of_direction,injury,awareness,id,firstName,lastName,birthdate,height,weight,overallRating,college,handedness,age,jerseyNum,yearsPro,avatarUrl,archetype,iteration_id,iteration_label,stats_acceleration_value,stats_acceleration_diff,stats_agility_value,stats_agility_diff,stats_jumping_value,stats_jumping_diff,stats_stamina_value,stats_stamina_diff,stats_strength_value,stats_strength_diff,stats_awareness_value,stats_awareness_diff,stats_bCVision_value,stats_bCVision_diff,stats_blockShedding_value,stats_blockShedding_diff,stats_breakSack_value,stats_breakSack_diff,stats_breakTackle_value,stats_breakTackle_diff,stats_carrying_value,stats_carrying_diff,stats_catchInTraffic_value,stats_catchInTraffic_diff,stats_catching_value,stats_catching_diff,stats_changeOfDirection_value,stats_changeOfDirection_diff,stats_deepRouteRunning_value,stats_deepRouteRunning_diff,stats_finesseMoves_value,stats_finesseMoves_diff,stats_hitPower_value,stats_hitPower_diff,stats_impactBlocking_value,stats_impactBlocking_diff,stats_injury_value,stats_injury_diff,stats_jukeMove_value,stats_jukeMove_diff,stats_kickAccuracy_value,stats_kickAccuracy_diff,stats_kickPower_value,stats_kickPower_diff,stats_kickReturn_value,stats_kickReturn_diff,stats_leadBlock_value,stats_leadBlock_diff,stats_manCoverage_value,stats_manCoverage_diff,stats_mediumRouteRunning_value,stats_mediumRouteRunning_diff,stats_overall_value,stats_overall_diff,stats_passBlock_value,stats_passBlock_diff,stats_passBlockFinesse_value,stats_passBlockFinesse_diff,stats_passBlockPower_value,stats_passBlockPower_diff,stats_playAction_value,stats_playAction_diff,stats_playRecognition_value,stats_playRecognition_diff,stats_powerMoves_value,stats_powerMoves_diff,stats_press_value,stats_press_diff,stats_pursuit_value,stats_pursuit_diff,stats_release_value,stats_release_diff,stats_runBlock_value,stats_runBlock_diff,stats_runBlockFinesse_value,stats_runBlockFinesse_diff,stats_runBlockPower_value,stats_runBlockPower_diff,stats_runningStyle_value,stats_runningStyle_diff,stats_shortRouteRunning_value,stats_shortRouteRunning_diff,stats_spectacularCatch_value,stats_spectacularCatch_diff,stats_speed_value,stats_speed_diff,stats_spinMove_value,stats_spinMove_diff,stats_stiffArm_value,stats_stiffArm_diff,stats_tackle_value,stats_tackle_diff,stats_throwAccuracyDeep_value,stats_throwAccuracyDeep_diff,stats_throwAccuracyMid_value,stats_throwAccuracyMid_diff,stats_throwAccuracyShort_value,stats_throwAccuracyShort_diff,stats_throwOnTheRun_value,stats_throwOnTheRun_diff,stats_throwPower_value,stats_throwPower_diff,stats_throwUnderPressure_value,stats_throwUnderPressure_diff,stats_toughness_value,stats_toughness_diff,stats_trucking_value,stats_trucking_diff,stats_zoneCoverage_value,stats_zoneCoverage_diff,playerAbilities,identity_source
Kaiir Elam,KC,DB,73,93,60,85,86,85,72,22257,Kaiir,Elam,2001-05-05,73,191,73,Florida,1,24,20,3,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/1561.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,90,0,85,0,89,0,88,0,60,0,72,0,63,0,45,0,23,0,51,0,56,0,57,0,76,0,86,0,28,0,39,0,52,0,48,0,85,0,73,0,17,0,17,0,55,0,19,0,68,0,31,0,73,0,35,0,35,0,35,0,6,0,70,0,31,0,75,0,64,0,37,0,35,0,35,0,35,0,Long Stride Loose,0,35,0,65,0,93,0,64,0,48,0,66,0,17,0,20,0,24,0,21,0,27,0,14,0,71,0,49,0,74,0,,rosters.csv
Kevin Givens,,,73,73,88,63,58,86,80,20682,Kevin,Givens,1997-03-01,73,285,73,Penn State,1,28,90,6,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/9472.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,66,0,63,0,76,0,76,0,88,0,80,0,16,0,75,0,12,0,17,0,27,0,10,0,32,0,58,0,2,0,68,0,76,0,82,0,86,0,17,0,20,0,20,0,10,0,32,0,19,0,3,0,73,0,45,0,45,0,45,0,6,0,77,0,74,0,10,0,78,0,12,0,45,0,45,0,45,0,Long Stride Awkward,0,10,0,12,0,73,0,13,0,24,0,82,0,6,0,6,0,6,0,6,0,25,0,10,0,88,0,35,0,29,0,,ea
Kris Abrams-Draine,DEN,DB,73,91,40,91,90,93,67,14954,Kris,Abrams-Draine,2001-10-04,71,178,73,Missouri,1,23,31,1,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/9993.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,93,0,91,0,81,0,87,0,40,0,67,0,68,0,41,0,15,0,64,0,57,0,64,0,74,0,90,0,16,0,33,0,57,0,39,0,93,0,71,0,15,0,22,0,55,0,14,0,75,0,23,0,73,0,25,0,19,0,15,0,8,0,69,0,25,0,62,0,75,0,24,0,35,0,26,0,25,0,Default Stride Loose,0,33,0,68,0,91,0,66,0,34,0,66,0,10,0,12,0,14,0,6,0,31,0,8,0,76,0,29,0,73,0,,rosters.csv
Landon Jackson,BUF,DL,73,83,81,79,64,83,72,15174,Landon,Jackson,2003-01-02,78,264,73,Arkansas,1,22,94,0,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10608.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,85,0,79,0,90,0,81,0,81,0,72,0,29,0,78,0,18,0,26,0,41,0,21,0,35,0,64,0,7,0,71,0,80,0,80,0,83,0,31,0,16,0,21,0,25,0,28,0,26,0,8,0,73,0,45,0,45,0,45,0,25,0,73,0,72,0,27,0,80,0,12,0,45,0,45,0,45,0,Long Stride Loose,0,15,0,21,0,83,0,28,0,29,0,81,0,9,0,14,0,16,0,25,0,17,0,27,0,84,0,29,0,35,0,,rosters.csv
Lonnie Johnson Jr,MIA,DB,73,92,65,85,87,88,72,20452,Lonnie,Johnson Jr,1995-11-04,74,213,73,Kentucky,1,29,32,6,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/9535.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,92,0,85,0,90,0,89,0,65,0,72,0,60,0,49,0,25,0,43,0,64,0,51,0,66,0,87,0,27,0,42,0,71,0,51,0,88,0,70,0,13,0,15,0,35,0,17,0,76,0,34,0,73,0,35,0,35,0,35,0,6,0,72,0,28,0,77,0,70,0,31,0,35,0,35,0,35,0,Default Stride Loose,0,39,0,60,0,92,0,64,0,10,0,56,0,8,0,14,0,18,0,22,0,29,0,14,0,85,0,25,0,73,0,,rosters.csv
Mac Jones,SF,QB,73,84,60,81,75,90,74,21763,Mac,Jones,1998-09-05,75,214,73,Alabama,1,26,10,4,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/1371.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,81,0,81,0,75,0,82,0,60,0,74,0,73,0,20,0,54,0,36,0,65,0,15,0,28,0,75,0,12,0,10,0,13,0,19,0,90,0,52,0,29,0,41,0,10,0,32,0,10,0,14,0,73,0,14,0,14,0,14,0,83,0,16,0,10,0,10,0,20,0,15,0,32,0,23,0,20,0,Default,0,15,0,15,0,84,0,43,0,34,0,18,0,80,1,84,0,88,0,78,0,86,0,81,-1,91,0,50,0,14,0,,rosters.csv
Malcolm Roach,DEN,DL,73,74,83,64,50,80,78,21341,Malcolm,Roach,1998-06-09,75,290,73,Texas,1,27,97,5,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/549.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,80,0,64,0,74,0,73,0,83,0,78,0,33,0,77,0,12,0,25,0,40,0,33,0,49,0,50,0,19,0,74,0,78,0,82,0,80,0,21,0,25,0,25,0,11,0,14,0,27,0,28,0,73,0,50,0,45,0,45,0,6,0,77,0,67,0,10,0,76,0,28,0,48,0,45,0,45,0,Default Stride Awkward,0,31,0,41,0,74,0,17,0,35,0,82,0,6,0,6,0,6,0,6,0,26,0,15,0,80,0,28,0,32,0,,rosters.csv
Malcolm Koonce,LV,DL,73,79,75,81,69,88,75,21691,Malcolm,Koonce,1998-06-06,74,250,73,Buffalo,1,27,51,4,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/1038.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,82,0,81,0,82,0,72,0,75,0,75,0,45,0,76,0,12,0,29,0,52,0,42,0,47,0,69,0,18,0,78,0,78,0,78,0,88,0,43,0,17,0,20,0,15,0,28,0,38,0,24,0,73,0,45,0,45,0,45,0,6,0,73,0,72,0,28,0,82,0,29,0,45,0,45,0,45,0,Default Stride Loose,0,27,0,47,0,79,0,37,0,35,0,79,0,6,0,6,0,6,0,6,0,26,0,13,0,81,0,29,0,46,0,,rosters.csv
Markquese Bell,DAL,DB,73,92,68,77,79,90,70,22229,Markquese,Bell,1999-01-06,75,205,73,Florida AM,1,26,14,3,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/1170.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,94,0,77,0,87,0,85,0,68,0,70,0,61,0,65,0,31,0,52,0,57,0,53,0,66,0,79,0,29,0,54,0,85,0,63,0,90,0,64,0,11,0,13,0,35,0,23,0,63,0,31,0,73,0,34,0,34,0,34,0,26,0,68,0,44,0,64,0,77,0,27,0,35,0,35,0,35,0,Long Stride Loose,0,34,0,61,0,92,0,58,0,44,0,79,0,28,0,31,0,33,0,34,0,36,0,26,0,81,0,43,0,71,0,,rosters.csv
Michael Mayer,LV,TE,73,82,79,76,71,93,63,22697,Michael,Mayer,2001-07-06,76,265,73,Notre Dame,1,24,87,2,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/2299.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,86,0,76,0,85,0,88,0,79,0,63,0,73,0,52,0,18,0,63,0,75,0,82,0,82,0,71,0,58,0,43,0,55,0,73,0,93,0,70,0,14,0,15,0,25,0,61,0,23,0,63,0,73,0,60,0,58,0,61,0,12,0,35,0,39,0,29,0,56,0,63,0,64,0,63,0,64,0,Long Stride Default,0,69,0,81,0,82,0,61,0,73,0,54,0,6,0,10,0,15,0,10,0,25,0,10,0,93,0,70,0,34,0,,rosters.csv
Michael Badgley,,,73,72,36,58,53,85,59,13375,Michael,Badgley,1995-07-28,70,183,73,Miami,1,30,12,7,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/8810.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,74,0,58,0,65,0,84,0,36,0,59,0,10,0,13,0,15,0,5,0,33,0,10,0,35,0,53,0,10,0,10,0,12,0,12,0,85,0,10,0,75,0,95,0,10,0,12,0,12,0,10,0,73,0,17,0,17,0,17,0,20,0,10,0,10,0,10,0,31,0,12,0,12,0,12,0,12,0,Default Stride Awkward,0,10,0,12,0,72,0,10,0,10,0,29,0,25,0,30,0,35,0,20,0,26,0,14,0,60,0,10,0,12,0,,ea
Mike Ford Jr,ATL,DB,73,89,58,92,87,85,71,13881,Mike,Ford Jr,1995-08-04,72,195,73,SE Missouri St.,1,30,28,7,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/9774.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,92,0,92,0,93,0,87,0,58,0,71,0,68,0,51,0,15,0,55,0,62,0,56,0,69,0,87,0,29,0,45,0,57,0,45,0,85,0,75,0,15,0,21,0,60,0,15,0,75,0,36,0,73,0,35,0,35,0,35,0,6,0,70,0,40,0,71,0,74,0,44,0,35,0,35,0,35,0,Default Stride Loose,0,46,0,63,0,89,0,68,0,35,0,49,0,6,0,6,0,6,0,6,0,29,0,15,0,76,0,32,0,69,0,,rosters.csv
Nazeeh Johnson,,,73,93,56,84,82,86,73,22495,Nazeeh,Johnson,1998-07-17,70,199,73,Marshall,1,27,13,3,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/2542.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,94,0,84,0,95,0,87,0,56,0,73,0,69,0,52,0,21,0,63,0,61,0,52,0,68,0,82,0,26,0,46,0,72,0,59,0,86,0,72,0,14,0,15,0,35,0,25,0,69,0,31,0,73,0,30,0,30,0,30,0,15,0,75,0,40,0,64,0,71,0,24,0,35,0,35,0,35,0,Default,0,36,0,58,0,93,0,64,0,48,0,55,0,10,0,10,0,15,0,15,0,25,0,12,0,86,0,52,0,73,0,,ea
Nick Allegretti,WAS,OL,73,67,83,64,55,91,85,20724,Nick,Allegretti,1996-04-21,76,310,73,Illinois,1,29,67,6,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/1390.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,68,0,64,0,73,0,82,0,83,0,85,0,14,0,31,0,12,0,6,0,40,0,10,0,42,0,55,0,5,0,17,0,35,0,82,0,91,0,12,0,17,0,22,0,14,0,80,0,12,0,5,0,73,0,77,0,74,0,79,0,6,0,27,0,22,0,10,0,35,0,12,0,76,0,79,0,73,0,Default Stride Awkward,0,19,0,12,0,67,0,11,0,38,0,41,0,6,0,6,0,6,0,6,0,23,0,12,0,86,0,25,0,12,0,,rosters.csv
Nick Scott,CAR,DB,73,90,64,82,82,91,75,20747,Nick,Scott,1995-05-17,71,200,73,Penn State,1,30,21,6,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/154.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,93,0,82,0,92,0,89,0,64,0,75,0,73,0,53,0,17,0,60,0,69,0,49,0,69,0,82,0,20,0,50,0,85,0,58,0,91,0,73,0,14,0,18,0,40,0,17,0,64,0,26,0,73,0,45,0,35,0,35,0,6,0,74,0,28,0,64,0,76,0,21,0,35,0,35,0,35,0,Short Stride Loose,0,39,0,65,0,90,0,67,0,50,0,65,0,6,0,6,0,6,0,6,0,28,0,17,0,84,0,50,0,71,0,,rosters.csv
Noah Fant,NO,TE,73,87,72,87,76,90,67,20511,Noah,Fant,1997-11-20,76,249,73,Iowa,1,27,86,6,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/9452.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,91,0,87,0,87,0,87,0,72,0,67,0,80,0,38,0,18,0,67,0,76,0,77,0,84,0,76,0,61,0,19,0,26,0,60,0,90,0,72,0,12,0,17,0,10,0,47,0,16,0,64,0,73,0,59,0,58,0,56,0,10,0,28,0,16,0,19,0,38,0,71,0,59,0,59,0,56,0,Long Stride Loose,0,68,0,81,0,87,0,64,0,62,0,41,0,10,0,15,0,20,0,10,0,28,0,14,0,82,0,64,0,22,0,,rosters.csv
O'Cyrus Torrence,BUF,OL,73,61,91,50,51,90,74,22852,O'Cyrus,Torrence,2000-01-20,77,347,73,Florida,1,25,64,2,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/2433.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,68,0,50,0,61,0,82,0,91,0,74,0,10,0,39,0,11,0,5,0,34,0,12,0,25,0,51,0,5,0,10,0,45,0,86,0,90,0,10,0,13,0,14,0,10,0,67,0,7,0,7,0,73,0,70,0,65,0,76,0,6,0,10,0,21,0,7,0,22,0,12,0,78,0,75,0,81,0,Long Stride Awkward,0,10,0,14,0,61,0,10,0,10,0,35,0,5,0,6,0,7,0,6,0,21,0,12,0,91,0,15,0,8,0,,rosters.csv
Olamide Zaccheaus,ATL,WR,73,90,54,85,85,88,77,20802,Olamide,Zaccheaus,1997-07-23,68,193,73,Virginia,1,28,14,6,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/688.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,89,0,85,0,85,0,85,0,54,0,77,0,79,0,35,0,24,0,75,0,72,0,79,0,87,0,85,0,76,0,23,0,25,0,44,0,88,0,82,0,15,0,13,0,72,0,31,0,15,0,76,0,73,0,35,0,19,0,19,0,13,0,30,0,15,0,10,0,39,0,72,0,48,0,20,0,26,0,Default Stride Loose,0,77,0,80,0,90,0,75,0,39,0,35,0,7,0,12,0,19,0,10,0,31,0,20,0,84,0,35,0,23,0,,rosters.csv
P.J. Locke,DAL,DB,73,89,66,80,82,87,77,21414,P.J.,Locke,1997-02-12,70,202,73,Texas,1,28,6,6,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/1475.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,86,0,80,0,86,0,91,0,66,0,77,0,56,0,57,0,15,0,40,0,58,0,48,0,67,0,82,0,10,0,58,0,83,0,69,0,87,0,64,0,18,0,21,0,60,0,23,0,65,0,10,0,73,0,25,0,33,0,34,0,15,0,76,0,52,0,63,0,77,0,23,0,16,0,33,0,33,0,Default Stride Loose,0,20,0,62,0,89,0,57,0,47,0,66,0,10,0,10,0,15,0,15,0,27,0,18,0,89,0,31,0,73,0,,rosters.csv
Payton Turner,DET,DL,73,80,82,83,72,84,68,21688,Payton,Turner,1999-01-07,78,270,73,Houston,1,26,98,4,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/1631.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,84,0,83,0,85,0,74,0,82,0,68,0,27,0,73,0,12,0,16,0,39,0,19,0,37,0,72,0,4,0,66,0,86,0,86,0,84,0,36,0,15,0,15,0,10,0,17,0,23,0,7,0,73,0,45,0,45,0,45,0,6,0,63,0,75,0,16,0,82,0,16,0,45,0,45,0,45,0,Long Stride Loose,0,15,0,21,0,80,0,31,0,30,0,84,0,6,0,6,0,6,0,6,0,28,0,13,0,84,0,30,0,34,0,,rosters.csv
Quincy Riley,NO,DB,73,90,64,90,85,86,73,15313,Quincy,Riley,2001-05-26,71,194,73,Louisville,1,24,29,0,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10706.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,90,0,90,0,85,0,89,0,64,0,73,0,74,0,44,0,28,0,45,0,66,0,65,0,77,0,85,0,30,0,32,0,56,0,48,0,86,0,72,0,17,0,22,0,75,0,26,0,75,0,33,0,73,0,35,0,35,0,25,0,27,0,70,0,32,0,73,0,72,0,33,0,35,0,35,0,25,0,Short Stride Loose,0,32,0,71,0,90,0,66,0,35,0,48,0,12,0,12,0,20,0,25,0,28,0,29,0,85,0,33,0,75,0,,rosters.csv
Robbie Ouzts,SEA,RB,73,75,82,72,68,86,69,15109,Robbie,Ouzts,2002-09-06,76,274,73,Alabama,1,22,40,0,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10685.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,74,0,72,0,82,0,82,0,82,0,69,0,63,0,37,0,27,0,56,0,70,0,68,0,75,0,68,0,51,0,30,0,40,0,73,0,86,0,56,0,24,0,28,0,23,0,85,0,18,0,58,0,73,0,57,0,55,0,56,0,17,0,30,0,37,0,16,0,40,0,57,0,62,0,64,0,60,0,Long Stride Default,0,65,0,69,0,75,0,49,0,60,0,44,0,27,0,8,0,27,0,30,0,23,0,25,0,87,0,69,0,25,0,,rosters.csv
Roy Robertson-Harris,NYG,DL,73,77,82,71,62,86,87,17897,Roy,Robertson-Harris,1993-07-23,77,290,73,UTEP,1,32,95,9,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/8196.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,72,0,71,0,84,0,79,0,82,0,87,0,25,0,76,0,12,0,16,0,21,0,10,0,40,0,62,0,2,0,65,0,76,0,79,0,86,0,25,0,30,0,30,0,10,0,10,0,30,0,3,0,73,0,45,0,45,0,45,0,6,0,85,0,73,0,28,0,78,0,12,0,45,0,45,0,45,0,Default Stride Awkward,0,10,0,15,0,77,0,25,0,54,0,77,0,6,0,6,0,6,0,6,0,34,0,12,0,85,0,46,0,45,0,,rosters.csv
Ruke Orhorhoro,JAX,DL,73,76,90,71,64,84,64,14850,Ruke,Orhorhoro,2001-10-13,76,290,73,Clemson,1,23,98,1,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10202.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,83,0,71,0,78,0,83,0,90,0,64,0,36,0,76,0,12,0,16,0,34,0,10,0,48,0,64,0,3,0,65,0,83,0,87,0,84,0,32,0,19,0,21,0,9,0,18,0,23,0,6,0,73,0,45,0,44,0,45,0,6,0,66,0,75,0,22,0,80,0,17,0,45,0,45,0,44,0,Default Stride Bread Loaf,0,13,0,12,0,76,0,27,0,36,0,80,0,6,0,6,0,6,0,6,0,22,0,15,0,88,0,33,0,29,0,,rosters.csv
Sam Williams,DAL,DL,73,88,79,82,70,88,68,22150,Sam,Williams,1999-03-31,76,261,73,Ole Miss,1,26,54,3,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/2037.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,90,0,82,0,86,0,74,0,79,0,68,-1,27,0,67,-1,19,0,19,0,35,0,34,0,42,0,70,0,5,0,64,-2,79,0,85,0,88,0,27,0,14,0,12,0,10,0,21,0,30,0,7,0,73,-1,45,0,45,0,45,0,6,0,65,-1,74,-2,24,0,82,-1,13,0,45,0,45,0,45,0,Long Stride Loose,0,10,0,30,0,88,0,23,0,33,0,79,0,6,0,6,0,6,0,6,0,20,0,14,0,78,0,33,0,40,0,,rosters.csv
Starling Thomas V,ARI,DB,73,93,56,82,82,88,73,23078,Starling,Thomas V,2000-01-25,70,194,73,UAB,1,25,24,2,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10449.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,90,0,82,0,89,0,85,0,56,0,73,0,70,0,42,0,23,0,62,0,52,0,57,0,65,0,82,0,30,0,42,0,70,0,40,0,88,0,73,0,18,0,15,0,64,0,24,0,73,0,34,0,73,0,30,0,25,0,25,0,14,0,74,0,32,0,69,0,70,0,35,0,35,0,35,0,35,0,Default Stride Loose,0,39,0,61,0,93,0,70,0,35,0,63,0,19,0,24,0,29,0,28,0,31,0,12,0,79,0,33,0,71,0,,rosters.csv
T.J. Sanders,BUF,DL,73,74,88,61,58,90,73,15241,T.J.,Sanders,2003-07-30,76,297,73,South Carolina,1,22,98,0,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10719.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,83,0,61,0,77,0,76,0,88,0,73,0,20,0,80,0,13,0,25,0,39,0,16,0,20,0,58,0,10,0,68,0,78,0,86,0,90,0,19,0,14,0,15,0,22,0,24,0,14,0,13,0,73,0,45,0,45,0,45,0,6,0,70,0,75,0,15,0,77,0,15,0,45,0,45,0,45,0,Long Stride Awkward,0,15,0,17,0,74,0,17,0,32,0,78,0,6,0,6,0,6,0,6,0,28,0,12,0,89,0,27,0,18,0,,rosters.csv
Tavius Robinson,BAL,LB,73,84,79,71,62,86,71,23142,Tavius,Robinson,1999-01-03,78,258,73,Ole Miss,1,26,95,2,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/2374.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,91,0,71,0,81,0,74,0,79,0,71,0,43,0,73,0,16,0,31,0,36,0,31,0,35,0,62,0,10,0,60,0,82,0,81,0,86,0,50,0,14,0,13,0,10,0,32,0,31,0,15,0,73,0,45,0,45,0,45,0,6,0,70,0,75,0,32,0,80,0,12,0,45,0,45,0,45,0,Long Stride Loose,0,20,0,35,0,84,0,45,0,43,0,83,0,6,0,6,0,6,0,6,0,20,0,16,0,77,0,32,0,38,0,,rosters.csv
Teddye Buchanan,BAL,LB,73,86,78,82,78,89,71,15256,Teddye,Buchanan,2002-10-03,74,233,73,California,1,22,40,0,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10508.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,89,0,82,0,88,0,88,0,78,0,71,0,45,0,69,0,36,0,37,0,65,0,52,0,61,0,78,0,22,0,60,0,81,0,76,0,89,0,49,0,18,0,23,0,10,0,25,0,60,0,25,0,73,0,40,0,40,0,40,0,20,0,69,0,54,0,44,0,83,0,26,0,40,0,40,0,40,0,Default Stride Loose,0,28,0,54,0,86,0,43,0,39,0,85,0,23,0,26,0,29,0,34,0,28,0,23,0,87,0,40,0,66,0,,rosters.csv
Thomas Hennessy,NYJ,LS,73,74,67,67,67,94,60,12908,Thomas,Hennessy,1994-06-11,74,246,73,Duke,1,31,42,8,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/9200.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,73,0,67,0,73,0,77,0,67,0,60,0,25,0,48,0,10,0,15,0,63,0,49,0,61,0,67,0,34,0,10,0,60,0,72,0,94,0,30,0,13,0,13,0,10,0,58,0,25,0,39,0,73,0,59,0,40,0,50,0,6,0,37,0,10,0,15,0,48,0,30,0,45,0,35,0,40,0,Long Stride Loose,0,44,0,52,0,74,0,25,0,45,0,59,0,6,0,6,0,6,0,6,0,38,0,10,0,76,0,34,0,24,0,,rosters.csv
Tim Settle Jr,WAS,DL,73,69,88,56,50,93,74,13123,Tim,Settle Jr,1997-07-11,75,313,73,Virginia Tech,1,28,98,7,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/9055.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,66,0,56,0,65,0,80,0,88,0,74,0,23,0,76,0,12,0,16,0,27,0,15,0,26,0,50,0,3,0,71,0,79,0,89,0,93,0,25,0,15,0,15,0,10,0,33,0,18,0,7,0,73,0,45,0,45,0,45,0,6,0,77,0,77,0,14,0,78,0,15,0,45,0,45,0,45,0,Long Stride Awkward,0,15,0,15,0,69,0,14,0,33,0,83,0,6,0,6,0,6,0,6,0,16,0,15,0,89,0,39,0,27,0,,rosters.csv
Trent Sieg,DAL,LS,73,75,72,76,60,89,64,13645,Trent,Sieg,1995-12-02,75,240,73,Colorado St.,1,29,44,7,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/9918.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,68,0,76,0,71,0,80,0,72,0,64,0,41,0,46,0,18,0,25,0,58,0,42,0,47,0,60,0,20,0,26,0,45,0,67,0,89,0,52,0,20,0,17,0,35,0,49,0,24,0,26,0,73,0,53,0,49,0,54,0,6,0,46,0,24,0,16,0,49,0,27,0,50,0,49,0,46,0,Default Stride Loose,0,30,0,45,0,75,0,42,0,44,0,65,0,6,0,6,0,6,0,6,0,29,0,10,0,88,0,45,0,25,0,,rosters.csv
Tress Way,WAS,P,73,73,44,62,49,92,63,2335,Tress,Way,1990-04-18,73,220,73,Oklahoma,0,35,10,12,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/7370.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,73,0,62,0,67,0,82,0,44,0,63,0,10,0,10,0,17,0,10,0,51,0,10,0,45,0,49,0,10,0,10,0,12,0,14,0,92,0,10,0,74,0,90,0,10,0,14,0,13,0,10,0,73,0,11,0,11,0,11,0,30,0,19,0,10,0,10,0,25,0,12,0,14,0,14,0,14,0,Default Stride Awkward,0,10,0,12,0,73,0,10,0,10,0,29,0,47,0,50,0,54,0,28,0,54,0,34,0,65,0,10,0,27,0,,rosters.csv
